,news_media,positive,neutral,negative,compound,create_date,tweets_ago
22,CBS,0.0,1.0,0.0,0.0,2018-07-17 17:22:27+00:00,-22
23,CBS,0.0,1.0,0.0,0.0,2018-07-17 17:22:27+00:00,-23
24,CBS,0.0,1.0,0.0,0.0,2018-07-17 17:22:27+00:00,-24
25,CBS,0.0,1.0,0.0,0.0,2018-07-17 17:22:26+00:00,-25
26,CBS,0.3,0.7,0.0,0.807,2018-07-17 17:22:26+00:00,-26
27,CBS,0.078,0.922,0.0,0.1139,2018-07-13 21:35:01+00:00,-27
28,CBS,0.0,0.868,0.132,-0.4404,2018-07-13 21:15:41+00:00,-28
29,CBS,0.0,1.0,0.0,0.0,2018-07-13 17:49:38+00:00,-29
30,CBS,0.282,0.718,0.0,0.6514,2018-07-12 01:01:24+00:00,-30
31,CBS,0.174,0.826,0.0,0.5562,2018-07-11 21:44:45+00:00,-31
32,CBS,0.143,0.857,0.0,0.5411,2018-07-11 19:09:34+00:00,-32
33,CBS,0.0,1.0,0.0,0.0,2018-07-09 23:55:07+00:00,-33
34,CBS,0.0,0.894,0.106,-0.3818,2018-07-09 18:53:34+00:00,-34
35,CBS,0.103,0.897,0.0,0.3182,2018-07-09 18:09:00+00:00,-35
36,CBS,0.153,0.847,0.0,0.4019,2018-07-06 22:22:55+00:00,-36
37,CBS,0.343,0.657,0.0,0.7777,2018-07-06 18:26:37+00:00,-37
38,CBS,0.102,0.898,0.0,0.3612,2018-07-05 21:12:17+00:00,-38
39,CBS,0.108,0.892,0.0,0.3182,2018-07-02 21:13:11+00:00,-39
40,CBS,0.0,1.0,0.0,0.0,2018-07-02 20:47:32+00:00,-40
41,CBS,0.0,1.0,0.0,0.0,2018-07-02 17:27:06+00:00,-41
42,CBS,0.259,0.741,0.0,0.5411,2018-07-02 17:00:02+00:00,-42
43,CBS,0.0,1.0,0.0,0.0,2018-06-27 20:31:32+00:00,-43
44,CBS,0.289,0.711,0.0,0.7574,2018-06-27 14:00:01+00:00,-44
45,CBS,0.204,0.796,0.0,0.5574,2018-06-25 18:20:25+00:00,-45
46,CBS,0.098,0.902,0.0,0.1867,2018-06-22 21:19:06+00:00,-46
47,CBS,0.189,0.811,0.0,0.4199,2018-06-22 18:33:53+00:00,-47
48,CBS,0.242,0.758,0.0,0.4926,2018-06-21 23:29:50+00:00,-48
49,CBS,0.222,0.642,0.136,0.3555,2018-06-20 00:39:01+00:00,-49
50,CBS,0.0,1.0,0.0,0.0,2018-06-18 20:27:50+00:00,-50
51,CBS,0.0,1.0,0.0,0.0,2018-06-18 15:00:46+00:00,-51
52,CBS,0.493,0.507,0.0,0.9392,2018-06-17 13:00:01+00:00,-52
53,CBS,0.128,0.872,0.0,0.3595,2018-06-15 18:48:29+00:00,-53
54,CBS,0.0,0.833,0.167,-0.296,2018-06-14 17:30:00+00:00,-54
55,CBS,0.147,0.734,0.12,0.1779,2018-06-14 16:19:32+00:00,-55
56,CBS,0.134,0.551,0.315,-0.5562,2018-06-12 00:19:23+00:00,-56
57,CBS,0.171,0.829,0.0,0.5093,2018-06-11 22:23:06+00:00,-57
58,CBS,0.0,0.833,0.167,-0.296,2018-06-11 19:01:38+00:00,-58
59,CBS,0.0,1.0,0.0,0.0,2018-06-11 14:00:37+00:00,-59
60,CBS,0.0,1.0,0.0,0.0,2018-06-11 06:19:36+00:00,-60
61,CBS,0.22,0.78,0.0,0.4767,2018-06-11 06:04:41+00:00,-61
62,CBS,0.406,0.594,0.0,0.8478,2018-06-11 03:10:33+00:00,-62
63,CBS,0.463,0.537,0.0,0.92,2018-06-11 03:02:06+00:00,-63
64,CBS,0.0,1.0,0.0,0.0,2018-06-11 02:58:30+00:00,-64
65,CBS,0.153,0.847,0.0,0.4404,2018-06-11 02:56:40+00:00,-65
66,CBS,0.467,0.533,0.0,0.836,2018-06-11 02:56:10+00:00,-66
67,CBS,0.0,1.0,0.0,0.0,2018-06-11 02:53:00+00:00,-67
68,CBS,0.318,0.682,0.0,0.6369,2018-06-11 02:47:29+00:00,-68
69,CBS,0.543,0.457,0.0,0.7978,2018-06-11 02:44:50+00:00,-69
70,CBS,0.55,0.45,0.0,0.9523,2018-06-11 02:44:37+00:00,-70
71,CBS,0.302,0.698,0.0,0.5994,2018-06-11 02:33:09+00:00,-71
72,CBS,0.123,0.877,0.0,0.4215,2018-06-11 02:29:18+00:00,-72
73,CBS,0.517,0.483,0.0,0.8932,2018-06-11 02:23:56+00:00,-73
74,CBS,0.0,1.0,0.0,0.0,2018-06-11 02:21:03+00:00,-74
75,CBS,0.0,1.0,0.0,0.0,2018-06-11 02:16:06+00:00,-75
76,CBS,0.491,0.509,0.0,0.8908,2018-06-11 02:11:03+00:00,-76
77,CBS,0.0,1.0,0.0,0.0,2018-06-11 02:05:47+00:00,-77
78,CBS,0.262,0.738,0.0,0.4926,2018-06-11 02:03:31+00:00,-78
79,CBS,0.523,0.477,0.0,0.5093,2018-06-11 01:58:48+00:00,-79
80,CBS,0.565,0.435,0.0,0.7579,2018-06-11 01:53:17+00:00,-80
81,CBS,0.248,0.752,0.0,0.6467,2018-06-11 01:51:16+00:00,-81
82,CBS,0.0,1.0,0.0,0.0,2018-06-11 01:38:23+00:00,-82
83,CBS,0.276,0.724,0.0,0.636,2018-06-11 01:37:36+00:00,-83
84,CBS,0.563,0.437,0.0,0.8834,2018-06-11 01:30:56+00:00,-84
85,CBS,0.0,1.0,0.0,0.0,2018-06-11 01:29:21+00:00,-85
86,CBS,0.296,0.625,0.079,0.7351,2018-06-11 01:26:03+00:00,-86
87,CBS,0.0,1.0,0.0,0.0,2018-06-11 01:25:59+00:00,-87
88,CBS,0.0,1.0,0.0,0.0,2018-06-11 01:24:46+00:00,-88
89,CBS,0.162,0.838,0.0,0.4019,2018-06-11 01:24:12+00:00,-89
90,CBS,0.457,0.543,0.0,0.9151,2018-06-11 01:19:59+00:00,-90
91,CBS,0.375,0.625,0.0,0.6369,2018-06-11 01:12:31+00:00,-91
92,CBS,0.102,0.898,0.0,0.1511,2018-06-11 01:08:28+00:00,-92
93,CBS,0.148,0.852,0.0,0.1531,2018-06-11 01:08:24+00:00,-93
94,CBS,0.563,0.437,0.0,0.8834,2018-06-11 01:02:47+00:00,-94
95,CBS,0.0,1.0,0.0,0.0,2018-06-11 00:58:06+00:00,-95
96,CBS,0.207,0.793,0.0,0.2714,2018-06-11 00:52:34+00:00,-96
97,CBS,0.0,1.0,0.0,0.0,2018-06-11 00:51:11+00:00,-97
98,CBS,0.506,0.494,0.0,0.8478,2018-06-11 00:50:18+00:00,-98
99,CBS,0.565,0.435,0.0,0.8858,2018-06-11 00:45:14+00:00,-99
0,fox,0.222,0.778,0.0,0.6924,2018-07-19 22:21:10+00:00,0
1,fox,0.0,1.0,0.0,0.0,2018-07-11 21:30:06+00:00,-1
2,fox,0.144,0.856,0.0,0.4926,2018-07-09 23:35:49+00:00,-2
3,fox,0.412,0.147,0.441,-0.0516,2018-07-09 20:12:02+00:00,-3
4,fox,0.48,0.52,0.0,0.5707,2018-07-09 19:43:29+00:00,-4
5,fox,0.592,0.408,0.0,0.4404,2018-07-09 19:43:13+00:00,-5
6,fox,0.507,0.493,0.0,0.4738,2018-07-09 19:43:04+00:00,-6
7,fox,0.0,1.0,0.0,0.0,2018-07-09 19:42:56+00:00,-7
8,fox,0.712,0.288,0.0,0.8718,2018-07-09 19:42:42+00:00,-8
9,fox,0.455,0.545,0.0,0.3612,2018-07-09 19:42:27+00:00,-9
10,fox,0.615,0.385,0.0,0.4926,2018-07-09 19:42:10+00:00,-10
11,fox,0.297,0.532,0.17,0.2942,2018-07-09 19:41:56+00:00,-11
12,fox,0.072,0.773,0.155,-0.2075,2018-07-09 17:17:20+00:00,-12
13,fox,0.592,0.408,0.0,0.4404,2018-07-09 17:06:00+00:00,-13
14,fox,0.329,0.671,0.0,0.6588,2018-07-09 13:04:47+00:00,-14
15,fox,0.0,1.0,0.0,0.0,2018-07-09 13:00:00+00:00,-15
16,fox,0.187,0.813,0.0,0.5574,2018-07-09 12:42:20+00:00,-16
17,fox,0.0,0.629,0.371,-0.7096,2018-07-09 08:03:22+00:00,-17
18,fox,0.163,0.837,0.0,0.5106,2018-07-08 19:48:49+00:00,-18
19,fox,0.0,1.0,0.0,0.0,2018-07-08 19:48:11+00:00,-19
20,fox,0.0,0.85,0.15,-0.4576,2018-07-08 19:45:15+00:00,-20
21,fox,0.0,0.9,0.1,-0.25,2018-07-08 19:06:16+00:00,-21
22,fox,0.193,0.807,0.0,0.555,2018-07-08 17:39:19+00:00,-22
23,fox,0.067,0.933,0.0,0.0772,2018-07-08 17:37:47+00:00,-23
24,fox,0.346,0.334,0.32,0.5499,2018-07-08 17:34:51+00:00,-24
25,fox,0.0,1.0,0.0,0.0,2018-07-07 15:23:42+00:00,-25
26,fox,0.209,0.791,0.0,0.6476,2018-07-06 23:22:17+00:00,-26
27,fox,0.0,1.0,0.0,0.0,2018-07-06 23:06:03+00:00,-27
28,fox,0.363,0.637,0.0,0.8126,2018-07-05 07:54:19+00:00,-28
29,fox,0.0,0.9,0.1,-0.2755,2018-07-05 00:18:14+00:00,-29
30,fox,0.135,0.865,0.0,0.3818,2018-07-04 00:40:38+00:00,-30
31,fox,0.246,0.599,0.156,0.3612,2018-07-04 00:15:15+00:00,-31
32,fox,0.559,0.441,0.0,0.8221,2018-07-04 00:11:33+00:00,-32
33,fox,0.742,0.258,0.0,0.8883,2018-07-04 00:09:55+00:00,-33
34,fox,0.12,0.72,0.16,0.0459,2018-07-04 00:08:19+00:00,-34
35,fox,0.0,0.93,0.07,-0.128,2018-07-03 23:57:36+00:00,-35
36,fox,0.072,0.84,0.088,-0.1027,2018-07-03 09:45:32+00:00,-36
37,fox,0.483,0.517,0.0,0.4215,2018-07-03 09:44:18+00:00,-37
38,fox,0.29,0.637,0.073,0.5267,2018-07-03 09:06:17+00:00,-38
39,fox,0.095,0.644,0.261,-0.5267,2018-07-03 09:03:13+00:00,-39
40,fox,0.0,0.898,0.102,-0.3612,2018-07-03 08:32:36+00:00,-40
41,fox,0.0,1.0,0.0,0.0,2018-07-03 08:28:42+00:00,-41
42,fox,0.0,0.843,0.157,-0.6249,2018-07-03 08:27:09+00:00,-42
43,fox,0.0,1.0,0.0,0.0,2018-07-03 08:24:21+00:00,-43
44,fox,0.146,0.854,0.0,0.4404,2018-07-03 08:22:45+00:00,-44
45,fox,0.109,0.783,0.109,0.0,2018-07-03 08:20:22+00:00,-45
46,fox,0.294,0.706,0.0,0.7397,2018-07-03 08:05:37+00:00,-46
47,fox,0.211,0.789,0.0,0.7717,2018-07-03 04:49:02+00:00,-47
48,fox,0.114,0.783,0.103,0.0701,2018-07-03 04:32:54+00:00,-48
49,fox,0.155,0.792,0.053,0.5719,2018-07-03 04:32:32+00:00,-49
50,fox,0.076,0.924,0.0,0.2023,2018-07-03 04:32:19+00:00,-50
51,fox,0.231,0.769,0.0,0.2732,2018-07-03 03:20:06+00:00,-51
52,fox,0.235,0.765,0.0,0.5574,2018-07-03 02:32:06+00:00,-52
53,fox,0.0,1.0,0.0,0.0,2018-07-03 02:24:43+00:00,-53
54,fox,0.333,0.667,0.0,0.8588,2018-07-03 01:37:12+00:00,-54
55,fox,0.0,1.0,0.0,0.0,2018-07-03 01:30:46+00:00,-55
56,fox,0.188,0.812,0.0,0.4481,2018-07-03 01:27:13+00:00,-56
57,fox,0.0,1.0,0.0,0.0,2018-07-03 01:18:36+00:00,-57
58,fox,0.223,0.777,0.0,0.5574,2018-07-02 23:18:55+00:00,-58
59,fox,0.555,0.445,0.0,0.9,2018-07-02 23:15:52+00:00,-59
60,fox,0.31,0.69,0.0,0.7054,2018-07-02 23:10:08+00:00,-60
61,fox,0.184,0.816,0.0,0.7156,2018-07-02 06:58:47+00:00,-61
62,fox,0.274,0.726,0.0,0.7506,2018-07-02 06:33:24+00:00,-62
63,fox,0.0,0.752,0.248,-0.6808,2018-07-02 06:30:21+00:00,-63
64,fox,0.0,1.0,0.0,0.0,2018-07-02 05:13:27+00:00,-64
65,fox,0.0,1.0,0.0,0.0,2018-07-02 02:51:31+00:00,-65
66,fox,0.537,0.463,0.0,0.891,2018-07-02 02:47:28+00:00,-66
67,fox,0.213,0.478,0.309,-0.2975,2018-07-02 02:11:12+00:00,-67
68,fox,0.075,0.745,0.18,-0.5719,2018-07-02 02:10:35+00:00,-68
69,fox,0.0,1.0,0.0,0.0,2018-07-02 02:04:16+00:00,-69
70,fox,0.0,1.0,0.0,0.0,2018-07-02 02:04:04+00:00,-70
71,fox,0.385,0.615,0.0,0.3612,2018-07-01 22:52:03+00:00,-71
72,fox,0.0,1.0,0.0,0.0,2018-06-30 11:22:36+00:00,-72
73,fox,0.0,0.862,0.138,-0.4939,2018-06-30 08:19:58+00:00,-73
74,fox,0.157,0.674,0.169,-0.0772,2018-06-30 08:18:20+00:00,-74
75,fox,0.107,0.893,0.0,0.34,2018-06-30 08:09:27+00:00,-75
76,fox,0.0,0.866,0.134,-0.4767,2018-06-30 08:07:33+00:00,-76
77,fox,0.321,0.573,0.107,0.6808,2018-06-30 08:04:10+00:00,-77
78,fox,0.133,0.602,0.265,-0.5106,2018-06-30 08:01:57+00:00,-78
79,fox,0.0,0.859,0.141,-0.4215,2018-06-30 04:43:58+00:00,-79
80,fox,0.0,0.185,0.815,-0.7783,2018-06-30 04:41:52+00:00,-80
81,fox,0.0,1.0,0.0,0.0,2018-06-30 04:34:22+00:00,-81
82,fox,0.0,1.0,0.0,0.0,2018-06-30 04:31:26+00:00,-82
83,fox,0.0,1.0,0.0,0.0,2018-06-30 02:11:57+00:00,-83
84,fox,0.565,0.435,0.0,0.7569,2018-06-30 02:01:27+00:00,-84
85,fox,0.333,0.667,0.0,0.3612,2018-06-30 02:01:05+00:00,-85
86,fox,0.0,0.754,0.246,-0.8176,2018-06-30 00:57:09+00:00,-86
87,fox,0.178,0.675,0.147,0.2006,2018-06-29 23:54:44+00:00,-87
88,fox,0.128,0.872,0.0,0.3612,2018-06-29 23:52:30+00:00,-88
89,fox,0.223,0.777,0.0,0.5574,2018-06-29 05:26:19+00:00,-89
90,fox,0.127,0.873,0.0,0.4404,2018-06-29 05:10:55+00:00,-90
91,fox,0.0,1.0,0.0,0.0,2018-06-28 23:10:43+00:00,-91
92,fox,0.0,0.921,0.079,-0.2235,2018-06-28 22:31:19+00:00,-92
93,fox,0.263,0.737,0.0,0.7233,2018-06-28 04:47:58+00:00,-93
94,fox,0.14,0.86,0.0,0.3802,2018-06-28 00:53:02+00:00,-94
95,fox,0.104,0.623,0.274,-0.6239,2018-06-27 06:19:59+00:00,-95
96,fox,0.0,1.0,0.0,0.0,2018-06-27 03:21:04+00:00,-96
97,fox,0.1,0.76,0.14,-0.2481,2018-06-27 02:06:38+00:00,-97
98,fox,0.0,1.0,0.0,0.0,2018-06-27 02:02:51+00:00,-98
99,fox,0.217,0.783,0.0,0.3612,2018-06-27 01:55:07+00:00,-99
